SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Race Traits ~ Breathdrinker	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common|Auran	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Breathdrinker ~ Fear Gaze|Breathdrinker ~ Steal Breath|Breathdrinker ~ Air Mastery|Breathdrinker ~ Invisibility										BONUS:VAR|Maneuverability|5																		
Fear Gaze	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Anyone within 30 feet of a Breathdrinker, who meets the creature's glowing eyes must succed at a Will saving throw (DC %1) or be paralyzed with fear for 1d4 rounds.|FearGazeDC	KEY:Breathdrinker ~ Fear Gaze				DEFINE:FearGazeDC|0					BONUS:VAR|FearGazeDC|DefaultDCCha	BONUS:VAR|FearGazeDC|2|PREFEAT:1,Ability Focus(Fear Gaze)								ABILITY:Ability Focus|AUTOMATIC|Fear Gaze									SOURCEPAGE:MM2
Steal Breath	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:As full-round action, a Breathdrinker can attempt to suck the air from lungs of any helpless creature within reach. The target must make a Fort saving throw (DC %1) or take 1d6 Con damage.|StealBreathDC	KEY:Breathdrinker ~ Steal Breath				DEFINE:StealBreathDC|0					BONUS:VAR|StealBreathDC|DefaultDCCon	BONUS:VAR|StealBreathDC|2|PREFEAT:1,Ability Focus(Steal Breath)								ABILITY:Ability Focus|AUTOMATIC|Steal Breath									SOURCEPAGE:MM2
Air Mastery	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Any Airborne creatures take a -1 penalty on attack and damage rolls against a Breathdrinker.	KEY:Breathdrinker ~ Air Mastery																											SOURCEPAGE:MM2
Invisibility	CATEGORY:Special Ability	TYPE:BreathdrinkerRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Breathdrinker can make itself invisible at will as a free action. This ability functions like the Invisibility spell (caster level 8th), except it lasts until the breathdrinker ends the effect, either by choice or by attacking.	KEY:Breathdrinker ~ Invisibility																											SOURCEPAGE:MM2
																																
Race Traits ~ Bronze Serpent	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Bronze Serpent ~ Constrict|Bronze Serpent ~ Improved Grab|Bronze Serpent ~ Shocking Bite|Bronze Serpent ~ Electric Healing|Immunity To Electricity																													
Constrict	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:An Bronze Serpent deals 2d8+10 points of bludgeoning damage with a successful grapple check.	KEY:Bronze Serpent ~ Constrict																											SOURCEPAGE:MM2
Improved Grab	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:if a Bronze Serpent hit an opponent that is at least one size category smaller than itself with a bite attack, it deals normal damage and attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and can constrict in the same round.	KEY:Bronze Serpent ~ Improved Grab																											SOURCEPAGE:MM2
Shocking Bite	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A Bronze Serpent's bite deals 1d8+16 electricity damage in addition to the normal bite damage. The creature receive +3 bonus on attack rolls against any opponent that is made out of metal, wearing metal armor or carrying significant amount of metal.	KEY:Bronze Serpent ~ Shocking Bite																											SOURCEPAGE:MM2
Electric Healing	CATEGORY:Special Ability	TYPE:BronzeSerpentRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because of the Bronze Serpent's electrical affinity, any electricty directed at it cures 1 point of damage for every 3 points of damage the attack would normally deal.	KEY:Bronze Serpent ~ Electric Healing																											SOURCEPAGE:MM2
																																
Race Traits ~ Catoblepas	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Catoblepas ~ Death Ray|Catoblepas ~ Stun|Scent																													
Death Ray	CATEGORY:Special Ability	TYPE:CatoblepasRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Any creature struck must make Fort DC %1 or die instantly. On success the target takes 5d6 points of damage.|DeathRayDC	KEY:Catoblepas ~ Death Ray				DEFINE:DeathRayDC|0					BONUS:VAR|DeathRayDC|DefaultDCCon	BONUS:VAR|DeathRayDC|2|PREFEAT:1,Ability Focus(Death Ray)								ABILITY:Ability Focus|AUTOMATIC|Death Ray	AUTO:WEAPONPROF|Spells (Ray)	AUTO:EQUIP|Catoblepas ~ Death Ray							SOURCEPAGE:MM2
Stun	CATEGORY:Special Ability	TYPE:CatoblepasRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Any living creature struck by the Catoblepas's tail must succeed at a Fort save (DC %1) or be stunned for 1 round.|StunDC	KEY:Catoblepas ~ Stun				DEFINE:StunDC|0					BONUS:VAR|StunDC|DefaultDCCon	BONUS:VAR|StunDC|2|PREFEAT:1,Ability Focus(Stun)								ABILITY:Ability Focus|AUTOMATIC|Stun									SOURCEPAGE:MM2
																																
Race Traits ~ Cervidal	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Cervidal ~ Charge|Cervidal ~ Spell-Like Abilities|Cervidal ~ Horn Powers|Cervidal ~ Skills																													
Charge	CATEGORY:Special Ability	TYPE:CervidalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Cervidal can lower its head and charge an opponent, striking with its deadly horns. In addition to the normal benefits and hazards of a charge, this tactics allows the cervidal to make a single butt attack that deals 1d8+%1 points of damage.|STR*3/4	KEY:Cervidal ~ Charge																											SOURCEPAGE:MM2
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:CervidalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Cervidal ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=9|Bless|Command,11+CHA|Detect Poison|Light	SPELLS:Innate|TIMES=1|CASTERLEVEL=9|Hold Person,13+CHA|Magic Missile|Suggestion,13+CHA								SOURCEPAGE:MM2
Horn Powers	CATEGORY:Special Ability	TYPE:CervidalRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES		KEY:Cervidal ~ Horn Powers																											SOURCEPAGE:MM2
Skills	CATEGORY:Special Ability	TYPE:CervidalRaceTrait.SpecialQuality	VISIBLE:YES	DESC:because of its powerful legs, a Cervidal gains +8 racial bonus on Jump checks.	KEY:Cervidal ~ Skills									BONUS:SKILL|Jump|8|TYPE=Racial																		SOURCEPAGE:MM2
																																
Race Traits ~ Lupinal	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Lupinal ~ Fear Aura|Lupinal ~ Improved Grab|Lupinal ~ Spell-Like Abilities|Lupinal ~ Trip|Lupinal ~ Dodge Missiles|Scent|Lupinal ~ Wild Empathy																													
Fear Aura	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a Lupinal howl, every creature within 600 feet (except other celestials) who can hear it must make a Will saving throw (DC %1). On failure, a creature with 7 hd or fewer becomes paniced for 4d6 rounds, creatures with 8 hd or more becomes shaken for 4d6 rouds.|FearAuraDC	KEY:Lupinal ~ Fear Aura				DEFINE:FearAuraDC|0					BONUS:VAR|FearAuraDC|DefaultDCCha	BONUS:VAR|FearAuraDC|2|PREFEAT:1,Ability Focus(Fear Aura)								ABILITY:Ability Focus|AUTOMATIC|Fear Aura									SOURCEPAGE:MM2
Improved Grab	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a Lupinal hits an opponent that is at least one size category smaller than itself with a Bite attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity.	KEY:Lupinal ~ Improved Grab																											SOURCEPAGE:MM2
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Lupinal ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Blink|Blur|Disguise Self|Darkness|Ethereal Jaunt	SPELLS:Innate|TIMES=3|CASTERLEVEL=8|Cone of Cold,15+CHA|Cure Light Wounds,11+CHA|Fly|Magic Missile								SOURCEPAGE:MM2
Trip	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Lupinal that hits with a Bite attack can attempt to trip the opponent as free actions without making a touch attack or provoking an attack of opportunity.	KEY:Lupinal ~ Trip																											SOURCEPAGE:MM2
Dodge Missiles	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This ability operates like the Deflect Arrows feat, except that the Lupinal can dodge any missile and it need not have its hands free. (the creature is dodging, not deflecting). This ability is usable three times per round.	KEY:Lupinal ~ Dodge Missiles																											SOURCEPAGE:MM2
Wild Empathy	CATEGORY:Special Ability	TYPE:LupinalRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This power works like the druid's wild empathy class feature.	KEY:Lupinal ~ Wild Empathy									BONUS:VAR|WildEmpathyBonus|HD|TYPE=Racial									ABILITY:Special Ability|VIRTUAL|Wild Empathy									SOURCEPAGE:MM2
																																
Race Traits ~ Chain Golem	CATEGORY:Internal	TYPE:Special	AUTO:FEAT|Dodge|Combat Expertise|Improved Disarm|Improved Trip	ABILITY:Special Ability|AUTOMATIC|Chain Golem ~ Chain Barrier|Chain Golem ~ Wounding|Chain Golem ~ Magic Immunity|Resistance To Ranged Attack										BONUS:VAR|RangedAttackResistanceBonus|2|TYPE=Resistance																		
Chain Barrier	CATEGORY:Special Ability	TYPE:ChainGolemRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:As full-round action, a Chain Golem can surround itself with a whirling, slicing chield of chains, similar in effect to a Blade Barrier spell.	KEY:Chain Golem ~ Chain Barrier																											SOURCEPAGE:MM2
Wounding	CATEGORY:Special Ability	TYPE:ChainGolemRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A wound resulting from a Chain Golem's chain rake attack bleeds for an additional 2 points of damage per round thereafter. The bleeding can be stopped with an Heal check (DC %1) or the applicatio of a Cure spell or some other healing spells.|WoundingDC	KEY:Chain Golem ~ Wounding				DEFINE:WoundingDC|0					BONUS:VAR|WoundingDC|DefaultDCCon	BONUS:VAR|WoundingDC|2|PREFEAT:1,Ability Focus(Wounding)								ABILITY:Ability Focus|AUTOMATIC|Wounding									SOURCEPAGE:MM2
Magic Immunity	CATEGORY:Special Ability	TYPE:ChainGolemRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Chain Golem is immune to any spell or spell-like ability that allows spell resistance. In addition, an electricity effects slows it (as Slow spell) for 2 rounds. A fire effect breaks any slow effect on the Chain Golem and cures 1 points of damage for each 2 points of damage it would otherwise deal.	KEY:Chain Golem ~ Magic Immunity																											SOURCEPAGE:MM2
																																
Race Traits ~ Chaos Roc	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Chaos Roc ~ Prismatic Spray|Chaos Roc ~ Swallow Whole|Chaos Roc ~ Feats											BONUS:VAR|Maneuverability|3																		
Prismatic Spray	CATEGORY:Special Ability	TYPE:ChaosRocRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:A Chaos Roc can emit a spray of colored light from its eyes at will. The effect is like that of Prismatic Ray spells (caster level 20, save DC %1). Only that the range is 105 feet and onlt the color Red, Orange, Yellow, Green, Blue and Indigo are present.|PrismaticSprayDC	KEY:Chaos Roc ~ Prismatic Spray				DEFINE:PrismaticSprayDC|0					BONUS:VAR|PrismaticSprayDC|DefaultDCCha	BONUS:VAR|PrismaticSprayDC|2|PREFEAT:1,Ability Focus(Prismatic Spray)								ABILITY:Ability Focus|AUTOMATIC|Prismatic Spray									SOURCEPAGE:MM2
Swallow Whole	CATEGORY:Special Ability	TYPE:ChaosRocRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Chaos Roc can swallow snatched opponent that is Huge or smaller opponent by making a successful grapple check. A swallowed creature takes 2d8+12 points of bludgeoning damage and 1d8 points of acid damage per round from the bird's gizzard. A successfull grapple check allows the swallowed creature to climb out the gizzard and return to the Roc's beak where another grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either clws or a light piercing or slashing weapon. Dealing 25 points of damage to the gizzard (AC 20) in this way create an opening large enough to permit escape. Once the creature exits, muscular action closes the hole; another swallowed opponent must cut its own way out. A Chaos Roc's gizzard can hold 2 Huge, 8 Large, 32 Medium, or 128 Small or smaller opponents.	KEY:Chaos Roc ~ Swallow Whole																											SOURCEPAGE:MM2
Feats	CATEGORY:Special Ability	TYPE:ChaosRocRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A creature that is flung by a Chaos Roc after being snatched travels 100 feet and takes 10d6 points of damage. If the Chaos Roc is flying, the creature takes this damage or the appropriate falling damage, whicever is greater.	KEY:Chaos Roc ~ Feats																											SOURCEPAGE:MM2
																																
Race Traits ~ Cloaked Ape	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Cloaked ape ~ Improved Grab|Fast Healing|Scent											BONUS:VAR|Maneuverability|1	BONUS:VAR|FastHealing|3																	
Improved Grab	CATEGORY:Special Ability	TYPE:CloakedApeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a Cloaked Ape hits an opponent that is its own size or smaller with both Claw attacks, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity.	KEY:Cloaked Ape ~ Improved Grab																											SOURCEPAGE:MM2
																																
Race Traits ~ Electrum Clockwork Horror	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Electrum Clockwork Horror ~ Pressure Dart																													
Pressure Dart	CATEGORY:Special Ability	TYPE:ElectrumClockworkHorrorRaceTrait.SpecialAttack	VISIBLE:YES		KEY:Electrum Clockwork Horror ~ Pressure Dart																		AUTO:WEAPONPROF|Pressure Dart	AUTO:EQUIP|Clockwork Horror ~ Pressure Dart								SOURCEPAGE:MM2
																																
Race Traits ~ Gold Clockwork Horror	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Gold Clockwork Horror ~ Lightning Bolt																													
Lightning Bolt	CATEGORY:Special Ability	TYPE:GoldClockworkHorrorRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:One every 2 round, a Gold Clockwork Horror can generate a Lightning Bold that is 5-ft wide and 40 feet long that deals 6d6 points of damage (Ref DC %1 halves).|LightningBoltDC	KEY:Gold Clockwork Horror ~ Lightning Bolt				DEFINE:LightningBoltDC|0					BONUS:VAR|LightningBoltDC|DefaultSpellDCCha+3																		SOURCEPAGE:MM2
																																
Race Traits ~ Platinum Clockwork Horror	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Platinum Clockwork Horror ~ Lightning Bolt																													
Lightning Bolt	CATEGORY:Special Ability	TYPE:PlatinumClockworkHorrorRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:One every 2 round, a Gold Clockwork Horror can generate a Lightning Bold that is 5-ft wide and 80 feet long that deals 12d6 points of damage (Ref DC %1 halves).|LightningBoltDC	KEY:Platinum Clockwork Horror ~ Lightning Bolt				DEFINE:LightningBoltDC|0					BONUS:VAR|LightningBoltDC|DefaultSpellDCCha+3																		SOURCEPAGE:MM2
																																
Race Traits ~ Adamantine Clockwork Horror	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Adamantine Clockwork Horror ~ Spell-Like Abilities																													
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AdamantineClockworkHorrorRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Adamantine Clockwork Horror ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Disintegrate,16+CHA|Implosion,19+CHA|Mordenkainen's Disjunction,19+CHA									
																																
Race Traits ~ Cloud Ray	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Cloud Ray ~ Swallow Whole|Cloud Ray ~ Levitate|Cloud Ray ~ Protection from Arrows|Cloud Ray ~ Telekinesis|Cloud Ray ~ Skills|Cloud Ray ~ Feats											BONUS:VAR|Maneuverability|1																		
Swallow Whole	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Cloud Ray can swallow a snatched opponent that is Huge or smaller by making a successfull grapple check. The Cloud Ray, however, has no appreciable stomach. Instead it has a long throath, the whole length of which is equipped with teeth for grinding and tearing food. Once inside the Ray's throat, the opponent takes 3d10+22 points of bludgeonind, slashing and piercing damage per round. A successfull grapple check allows the swallowed creature to climb out the throat and return to the Ray's mouth where another grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either claws or a light piercing or slashing weapon. Dealing 25 points of damage to the throat (AC 12) in this way create an opening large enough to permit escape. Once the creature exits, muscular action closes the hole; another swallowed opponent must cut its own way out. A Cloud Ray's throat can hold 2 Huge, 8 Large, 32 Medium, or 128 Small or smaller opponents.	KEY:Cloud Ray ~ Swallow Whole																											SOURCEPAGE:MM2
Levitate	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This ability enables the Cloud Ray to ascend 20-ft per round or descend as much as 500 feet per round. 	KEY:Cloud Ray ~ Levitate																											SOURCEPAGE:MM2
Protection from Arrows	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:DR 10/Magic against ranged weapon	KEY:Cloud Ray ~ Protection from Arrows																											SOURCEPAGE:MM2
Telekinesis	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Lacking any sort of hands or paws, the Cloud Ray instead uses telekinesis to manipulate objects. This ability works like the Telekinesis spell (caster level 5th).	KEY:Cloud Ray ~ Telekinesis																											SOURCEPAGE:MM2
Skills	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialQuality	VISIBLE:YES	DESC:* When it tires of drifting through the sky, it settles to the ground for rest. Through a combination of telekinesis and moving its great wing-flaps, it covers itself with dust, dirt, rocks, logs, uprooted bushes and whatever else is nearby. While it is thus camouflaged, it Hide modifier rises to +32. The Ray may rest on the ground thus covered for a few hours or a few weeks.	KEY:Cloud Ray ~ Skills									BONUS:SKILL|Hide|16|TYPE=Racial																		SOURCEPAGE:MM2
Feats	CATEGORY:Special Ability	TYPE:CloudRayRaceTrait.SpecialQuality	VISIBLE:YES	DESC:A creature that is flung by a Cloud Ray after being snatched travels 100 feet and takes 10d6 points of damage. If the Chaos Roc is flying, the creature takes this damage or the appropriate falling damage, whicever is greater.	KEY:Cloud Ray ~ Feats																											SOURCEPAGE:MM2
																																
Race Traits ~ Corollax	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Corollax ~ Color Spray|Corollax ~ Training											BONUS:VAR|Maneuverability|4																		
Color Spray	CATEGORY:Special Ability	TYPE:CorollaxRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:Once per round, a Corollax can unleash a vivid cone of clashing colors. This ability works like a Color Spray spell (caster level 1st). The creature is immune to its own color spray attack and to those of other of its kind.	KEY:Corollax ~ Color Spray																											SOURCEPAGE:MM2
Training	CATEGORY:Special Ability	TYPE:CorollaxRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Training DC 25 Handle Animal check if the character has not previously frightened or abused the bird or DC 30 otherwise.	KEY:Corollax ~ Training																											SOURCEPAGE:MM2
																																
Race Traits ~ Corpse Gatherer	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Corpse Gatherer ~ Improved Grab|Corpse Gatherer ~ Ingest Corpses|Corpse Gatherer ~ Swallow Whole|Corpse Gatherer ~ Desanctifying Aura|Corpse Gatherer ~ Soul Binding|Corpse Gatherer ~ Zombie Spawn																													
Improved Grab	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a Corpse Gatherer hits an opponent that is its own size or smaller with a Slam attacks, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity.	KEY:Corpse Gatherer ~ Improved Grab																											SOURCEPAGE:MM2
Ingest Corpses	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:The Corpse Gatherer increases its hit points by adding bodies to its form. It gains 5 hit points for every corpse of a swallowed creature that it absorbs.	KEY:Corpse Gatherer ~ Ingest Corpses																											SOURCEPAGE:MM2
Swallow Whole	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Corpse Gatherer can swallow a grabbed opponent that is one size category than itself by making a successful grapple check. A swallowed creature takes 1d12+12 points of bludgeoning damage per round from the roiling corpses, gravestones and other objects inside the creature's body. A successfull grapple check allows the swallowed creature to extrat itself from the hands of the corpses inside the gatherer and return to the surface of the body where another grapple check is needed to get free. Alternatively, a swallowed creature can try to cut its way out with either clws or a light piercing or slashing weapon. Dealing 25 points of damage to the Corpse Gatherer (AC 14) in this way create an opening large enough to permit escape. Once a single swallowed creature exits, the other nearby corpses close the hole; another swallowed opponent must cut its own way out. A gargantuan Corpse Gatherer can hold 2 Huge, 8 Large, 32 Medium, or 128 Small or smaller opponents.	KEY:Corpse Gatherer ~ Swallow Whole																											SOURCEPAGE:MM2
Desanctifying Aura	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Corpse Gatherer projects a continua field of Negative Energy in a 100-foot radius emanation. The area within this field is under the effect of a double-strength Desecrate spell (caster level 15th).	KEY:Corpse Gatherer ~ Desanctifying Aura									BONUS:COMBAT|BASEAB|2|TYPE=Profane	BONUS:COMBAT|DAMAGE|2|TYPE=Profane	BONUS:SAVE|Fortitude,Reflex,Will|2|TYPE=Profane	BONUS:HP|CURRENTMAX|2*HD															SOURCEPAGE:MM2
Soul Binding	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Creature slain and ingested by a Corpse Gatherer are affected as if by a Soul Binding spell, so they cannot be restired to life.	KEY:Corpse Gatherer ~ Soul Binding																											SOURCEPAGE:MM2
Zombie Spawn	CATEGORY:Special Ability	TYPE:CorpseGathererRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Upon reaching 0 hit points, the Corpse Gatherer falss apart into its component corpses. Upon its dead a Corpse Gatherer generate as many Zombies as it has Hit Dice.	KEY:Corpse Gatherer ~ Zombie Spawn																											SOURCEPAGE:MM2
																																
Race Traits ~ Crimson Death	CATEGORY:Internal	TYPE:Special	AUTO:FEAT|Improved Initiative|Lightning Reflexes|Spring Attack	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Crimson Death ~ Blood Drain|Crimson Death ~ Seize|Crimson Death ~ Lift|Crimson Death ~ Skills										BONUS:VAR|Maneuverability|5																		
Blood Drain	CATEGORY:Special Ability	TYPE:CrimsonDeathRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Crimson Death drains blood, dealing 1d4 points of of Con damage immediately upon seizing an opponent with a tendril. Each round thereafter that that the opponent remain seized, the creature automaticallt deals additional 1d4 points of Con damage.	KEY:Crimson Death ~ Blood Drain																											SOURCEPAGE:MM2
Seize	CATEGORY:Special Ability	TYPE:CrimsonDeathRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:When a Crimson Death makes a successfull incorporeal attack, one of its tendrils wraps around the opponent. The two creature are not considered grappled (Escape Artist or grapple check to break free). Upon seizing an opponent, the Crimson Death begins draining blood.	KEY:Crimson Death ~ Seize																											SOURCEPAGE:MM2
Lift	CATEGORY:Special Ability	TYPE:CrimsonDeathRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:As free action, a Crimson Death can telekinetically lift another creature or an object weighing up to 300 pounds. This ability works like the Telekinesis spell (caster level 12th).	KEY:Crimson Death ~ Lift																											SOURCEPAGE:MM2
Skills	CATEGORY:Special Ability	TYPE:CrimsonDeathRaceTrait.SpecialQuality	VISIBLE:YES	DESC:* A Crimson Death's misty form make it difficult to spot in fog. Before feeding, the creature receive +8 bonus on Hide checks in smoky or foggy areas. After it has fed, the bonus drops to +4 because of it red coloration.	KEY:Crimson Death ~ Skills																											SOURCEPAGE:MM2
																																
Race Traits ~ Darktentacles	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common|Aquan	ABILITY:Special Ability|AUTOMATIC|Darktentacles ~ Constrict|Darktentacles ~ Improved Grab|Darktentacles ~ Spell-Like Abilities|Darktentacles ~ Enhanced Multiweapon Fighting|Darktentacles ~ Tentacle Regeneration|Darktentacles ~ Tremorsense|Darktentacles ~ Skills	ABILITY:Special Ability|AUTOMATIC|Darktentacles ~ Weapon Use|PRESIZEGTEQ:L																											
Constrict	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Darktentacles deals 2d6+6 points of bludgeoning damage with a successful grapple check.	KEY:Darktentacles ~ Constrict																											SOURCEPAGE:MM2
Improved Grab	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:if a Darktentacles hit an opponent that is at least one size category smaller than itself with a slam attack, it deals normal damage and attempt to start a grapple as a free action without provoking an attack of opportunity. If it wins the grapple check, it establishes a hold and can constrict in the same round.	KEY:Darktentacles ~ Improved Grab																											SOURCEPAGE:MM2
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Darktentacles ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=5|CASTERLEVEL=10|Hold Monster	SPELLS:Innate|TIMES=3|CASTERLEVEL=10|Charm Monster	SPELLS:Innate|TIMES=1|CASTERLEVEL=10|Wall of Force							SOURCEPAGE:MM2
Enhanced Multiweapon Fighting	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:This ability lessens the penalty for off-hand weapon use by 2 for both primary and off hands.	KEY:Darktentacles ~ Enhanced Multiweapon Fighting									BONUS:COMBAT|TOHIT-PRIMARY|2	BONUS:COMBAT|TOHIT-SECONDARY|2																	SOURCEPAGE:MM2
Tentacle Regeneration	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An opponents can attack a Darktentacles as if they were weapons. A Darktentacles's tentacles have 20 hp.	KEY:Darktentacles ~ Tentacle Regeneration																											SOURCEPAGE:MM2
Tremorsense	CATEGORY:Special Ability	TYPE:DarktentaclesRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Darktentacles can automatically sense the location of anything within 60 feet that is in contact with the ground.	KEY:Darktentacles ~ Tremorsense																											SOURCEPAGE:MM2
